user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-08-12,885,604.0,134,7.59,swimming
2,2023-08-12,5683,403.32,71,9.3,walking
3,2023-08-12,299,263.0,83,4.3,yoga
4,2023-08-12,934,671.0,140,7.37,swimming
5,2023-08-12,4861,348.44,94,8.99,walking
6,2023-08-12,11300,579.0,73,6.95,walking
7,2023-08-12,4922,830.2,140,4.62,cycling
8,2023-08-12,14644,1091.64,148,7.95,running
9,2023-08-12,5695,612.0,135,5.28,gym_workout
10,2023-08-12,2662,939.2,113,8.36,cycling
11,2023-08-12,12469,635.76,86,9.82,walking
12,2023-08-12,58,170.0,86,5.33,yoga
13,2023-08-12,4993,846.3,119,8.13,cycling
14,2023-08-12,216,486.0,120,5.95,swimming
15,2023-08-12,688,593.0,126,9.51,swimming
16,2023-08-12,14169,799.76,81,7.88,walking
17,2023-08-12,367,239.0,92,9.79,yoga
18,2023-08-12,13980,661.2,71,7.43,walking
19,2023-08-12,23741,1852.05,121,7.6,hiking
20,2023-08-12,237,166.0,88,6.21,yoga
21,2023-08-12,11628,631.12,87,6.7,walking
22,2023-08-12,11196,626.84,82,6.61,walking
23,2023-08-12,18801,1451.05,147,5.52,hiking
24,2023-08-12,547,579.0,113,5.16,swimming
25,2023-08-12,18825,1512.25,159,7.11,hiking
26,2023-08-12,869,732.0,126,4.98,swimming
27,2023-08-12,17655,1394.75,135,7.56,hiking
28,2023-08-12,3754,322.0,139,5.89,gym_workout
29,2023-08-12,5408,306.0,131,7.05,gym_workout
30,2023-08-12,3149,693.0,158,7.12,gym_workout
31,2023-08-12,561,488.0,126,7.15,swimming
32,2023-08-12,9800,689.0,87,5.44,walking
33,2023-08-12,9841,664.64,91,9.06,walking
34,2023-08-12,3790,825.0,144,4.22,cycling
35,2023-08-12,3443,251.72,92,7.07,walking
36,2023-08-12,11873,687.92,88,6.92,walking
37,2023-08-12,17088,1457.28,140,7.12,running
38,2023-08-12,606,315.0,141,7.7,swimming
39,2023-08-12,12266,628.64,97,7.31,walking
40,2023-08-12,269,661.0,157,4.31,swimming
41,2023-08-12,361,400.0,143,7.82,swimming
42,2023-08-12,10299,597.96,102,8.01,walking
43,2023-08-12,12790,1041.4,133,7.5,running
44,2023-08-12,1292,710.0,137,4.14,gym_workout
45,2023-08-12,489,216.0,63,4.19,yoga
46,2023-08-12,12357,781.28,107,8.28,walking
47,2023-08-12,1730,897.0,153,4.93,gym_workout
48,2023-08-12,3514,749.4,104,4.79,cycling
49,2023-08-12,179,178.0,88,6.69,yoga
50,2023-08-12,5152,645.0,142,6.37,gym_workout
51,2023-08-12,2963,712.3,122,5.69,cycling
52,2023-08-12,268,397.0,134,9.97,swimming
53,2023-08-12,7976,679.56,168,8.78,running
54,2023-08-12,14047,1111.82,123,7.03,running
55,2023-08-12,8519,537.76,72,9.15,walking
56,2023-08-12,5443,897.0,115,6.36,gym_workout
57,2023-08-12,405,369.0,116,5.01,swimming
58,2023-08-12,23238,1967.9,112,4.93,hiking
59,2023-08-12,4378,462.0,106,4.24,gym_workout
60,2023-08-12,19713,1569.65,110,8.63,hiking
61,2023-08-12,1355,523.5,132,8.39,cycling
62,2023-08-12,214,221.0,81,8.63,yoga
63,2023-08-12,571,481.0,138,6.76,swimming
64,2023-08-12,509,679.9,104,5.82,cycling
65,2023-08-12,8617,1246.85,142,6.92,hiking
66,2023-08-12,53,276.0,89,5.43,yoga
67,2023-08-12,111,307.0,127,9.3,swimming
68,2023-08-12,271,114.0,67,4.71,yoga
69,2023-08-12,466,109.0,65,8.31,yoga
70,2023-08-12,9967,1484.35,155,8.39,hiking
71,2023-08-12,5803,753.0,117,8.32,gym_workout
72,2023-08-12,3984,697.0,117,7.1,gym_workout
73,2023-08-12,3893,699.0,125,9.91,gym_workout
74,2023-08-12,13645,748.8,73,7.24,walking
75,2023-08-12,4270,943.0,142,8.53,cycling
76,2023-08-12,387,301.0,134,9.13,swimming
77,2023-08-12,75,222.0,94,8.29,yoga
78,2023-08-12,5508,349.32,81,7.92,walking
79,2023-08-12,11673,1194.65,151,9.03,hiking
80,2023-08-12,74,201.0,69,7.28,yoga
81,2023-08-12,9168,943.08,166,7.85,running
82,2023-08-12,290,117.0,64,4.29,yoga
83,2023-08-12,565,759.0,135,9.93,swimming
84,2023-08-12,4938,1161.8,140,9.07,cycling
85,2023-08-12,172,283.0,88,6.99,yoga
86,2023-08-12,6181,383.24,70,9.61,walking
87,2023-08-12,512,375.0,121,5.89,swimming
88,2023-08-12,295,154.0,66,7.4,yoga
89,2023-08-12,499,271.0,77,7.76,yoga
90,2023-08-12,2816,626.6,101,5.03,cycling
91,2023-08-12,828,725.0,127,4.35,swimming
92,2023-08-12,12683,806.32,75,8.03,walking
93,2023-08-12,18203,1555.15,158,6.84,hiking
94,2023-08-12,17039,1334.34,151,4.44,running
95,2023-08-12,10149,924.45,116,5.07,hiking
96,2023-08-12,643,629.0,132,7.55,swimming
97,2023-08-12,627,701.0,141,6.51,swimming
98,2023-08-12,3403,846.0,112,8.68,gym_workout
99,2023-08-12,18226,1353.56,137,6.12,running
100,2023-08-12,1385,496.5,130,8.25,cycling
101,2023-08-12,22571,1888.55,117,5.87,hiking
102,2023-08-12,18031,1284.86,122,9.33,running
103,2023-08-12,1931,573.0,148,7.32,gym_workout
104,2023-08-12,431,136.0,66,6.77,yoga
105,2023-08-12,20724,1832.2,114,5.19,hiking
106,2023-08-12,13953,1175.65,131,9.87,hiking
107,2023-08-12,88,215.0,69,8.73,yoga
108,2023-08-12,287,198.0,81,9.2,yoga
