user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-09-04,50,184.0,89,6.83,yoga
2,2023-09-04,3692,395.0,122,8.04,gym_workout
3,2023-09-04,5610,719.6,122,5.14,running
4,2023-09-04,4811,888.0,154,7.89,gym_workout
5,2023-09-04,12795,655.8,104,6.31,walking
6,2023-09-04,445,306.0,128,6.23,swimming
7,2023-09-04,1271,600.1,143,9.66,cycling
8,2023-09-04,3224,381.0,138,4.68,gym_workout
9,2023-09-04,11391,1014.46,160,8.14,running
10,2023-09-04,12388,1494.4,134,9.41,hiking
11,2023-09-04,3563,411.0,127,7.74,gym_workout
12,2023-09-04,310,227.0,76,8.71,yoga
13,2023-09-04,3322,409.88,108,5.06,walking
14,2023-09-04,5526,398.0,123,8.13,gym_workout
15,2023-09-04,5068,739.08,125,5.04,running
16,2023-09-04,4276,471.0,157,7.07,gym_workout
17,2023-09-04,66,181.0,81,5.06,yoga
18,2023-09-04,308,677.0,119,5.94,swimming
19,2023-09-04,964,791.4,141,4.64,cycling
20,2023-09-04,8554,1075.7,143,9.97,hiking
21,2023-09-04,423,142.0,85,4.25,yoga
22,2023-09-04,4096,467.0,103,7.84,gym_workout
23,2023-09-04,793,428.0,159,5.63,swimming
24,2023-09-04,12963,780.52,106,9.11,walking
25,2023-09-04,3763,309.52,88,7.32,walking
26,2023-09-04,3702,757.2,149,7.5,cycling
27,2023-09-04,10137,1059.22,165,9.44,running
28,2023-09-04,865,604.0,125,8.77,swimming
29,2023-09-04,6404,754.24,152,6.06,running
30,2023-09-04,613,309.0,128,5.01,swimming
31,2023-09-04,583,756.0,116,8.18,swimming
32,2023-09-04,198,250.0,75,4.55,yoga
33,2023-09-04,5297,754.0,159,4.94,gym_workout
34,2023-09-04,24086,2103.3,131,5.83,hiking
35,2023-09-04,125,467.0,152,4.19,swimming
36,2023-09-04,5543,569.0,151,4.74,gym_workout
37,2023-09-04,12782,616.28,100,8.56,walking
38,2023-09-04,186,743.0,129,6.51,swimming
39,2023-09-04,19892,1580.52,164,8.85,running
40,2023-09-04,17184,1402.04,155,4.51,running
41,2023-09-04,21209,1747.45,145,6.71,hiking
42,2023-09-04,4415,896.5,100,5.91,cycling
43,2023-09-04,2248,839.0,118,9.67,gym_workout
44,2023-09-04,1081,697.1,126,4.12,cycling
45,2023-09-04,19609,1407.54,149,5.59,running
46,2023-09-04,23216,1841.8,141,7.17,hiking
47,2023-09-04,5009,331.36,81,7.35,walking
48,2023-09-04,64,120.0,95,9.83,yoga
49,2023-09-04,11571,562.84,71,4.22,walking
50,2023-09-04,281,160.0,87,7.17,yoga
51,2023-09-04,886,672.0,141,4.07,swimming
52,2023-09-04,14056,1299.36,143,4.72,running
53,2023-09-04,189,246.0,69,7.34,yoga
54,2023-09-04,8431,1309.55,126,6.58,hiking
55,2023-09-04,6682,802.92,131,4.25,running
56,2023-09-04,115,298.0,93,7.76,yoga
57,2023-09-04,5212,636.72,157,8.9,running
58,2023-09-04,10277,1074.62,155,8.65,running
59,2023-09-04,820,494.0,126,4.17,swimming
60,2023-09-04,6019,672.14,160,5.93,running
61,2023-09-04,24086,2043.3,134,7.59,hiking
62,2023-09-04,546,472.6,127,7.5,cycling
63,2023-09-04,2446,708.6,107,6.03,cycling
64,2023-09-04,3935,501.0,122,5.27,gym_workout
65,2023-09-04,2973,866.3,143,6.77,cycling
66,2023-09-04,17988,1325.28,153,8.27,running
67,2023-09-04,987,556.0,124,4.38,swimming
68,2023-09-04,22204,1772.2,121,4.63,hiking
69,2023-09-04,2963,858.3,110,9.75,cycling
70,2023-09-04,5993,393.0,126,7.75,gym_workout
71,2023-09-04,19821,1498.26,138,8.78,running
72,2023-09-04,713,575.0,119,6.43,swimming
73,2023-09-04,457,648.0,122,6.33,swimming
74,2023-09-04,382,295.0,69,9.08,yoga
75,2023-09-04,14653,1123.18,145,9.73,running
76,2023-09-04,11102,1121.12,166,9.93,running
77,2023-09-04,8069,1282.45,153,7.18,hiking
78,2023-09-04,292,116.0,77,5.42,yoga
79,2023-09-04,228,209.0,78,8.87,yoga
80,2023-09-04,11174,996.44,126,4.7,running
81,2023-09-04,7631,473.24,80,6.12,walking
82,2023-09-04,21551,1951.55,113,6.99,hiking
83,2023-09-04,988,504.0,149,7.86,swimming
84,2023-09-04,24643,1823.15,140,5.35,hiking
85,2023-09-04,728,688.0,110,7.38,swimming
86,2023-09-04,7054,804.7,117,5.18,hiking
87,2023-09-04,11811,924.66,163,4.63,running
88,2023-09-04,10387,574.48,101,6.27,walking
89,2023-09-04,3143,240.72,95,4.85,walking
90,2023-09-04,1492,409.0,150,7.86,gym_workout
91,2023-09-04,650,725.0,126,6.69,cycling
92,2023-09-04,2376,802.6,105,4.9,cycling
93,2023-09-04,3807,1040.7,116,7.09,cycling
94,2023-09-04,7136,1297.8,139,8.94,hiking
95,2023-09-04,17062,1471.72,124,6.62,running
96,2023-09-04,448,295.0,90,7.07,yoga
97,2023-09-04,604,688.4,107,9.29,cycling
98,2023-09-04,11876,976.56,147,5.69,running
99,2023-09-04,24011,1790.55,110,5.75,hiking
100,2023-09-04,8893,619.72,77,7.33,walking
101,2023-09-04,81,239.0,91,7.62,yoga
102,2023-09-04,15489,1341.34,163,4.88,running
103,2023-09-04,240,615.0,132,8.55,swimming
104,2023-09-04,2524,788.4,137,6.85,cycling
105,2023-09-04,1018,509.0,157,7.95,gym_workout
106,2023-09-04,613,309.0,119,4.42,swimming
107,2023-09-04,21904,1926.2,135,8.55,hiking
