user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-06-20,1905,727.0,135,6.82,gym_workout
2,2023-06-20,4954,881.0,134,9.11,gym_workout
3,2023-06-20,469,198.0,86,7.44,yoga
4,2023-06-20,8925,1207.25,132,4.83,hiking
5,2023-06-20,4795,857.0,113,8.7,gym_workout
6,2023-06-20,12142,1297.1,150,5.52,hiking
7,2023-06-20,13894,796.76,84,9.9,walking
8,2023-06-20,481,250.0,66,8.97,yoga
9,2023-06-20,3483,327.0,143,6.38,gym_workout
10,2023-06-20,18275,1320.75,155,7.75,hiking
11,2023-06-20,10359,685.36,89,9.01,walking
12,2023-06-20,7319,1323.95,123,6.94,hiking
13,2023-06-20,13411,799.44,93,5.48,walking
14,2023-06-20,4610,862.0,126,8.58,cycling
15,2023-06-20,994,700.0,156,6.22,swimming
16,2023-06-20,5409,715.54,126,7.23,running
17,2023-06-20,717,681.0,125,9.09,swimming
18,2023-06-20,4535,724.0,137,5.4,gym_workout
19,2023-06-20,102,169.0,77,8.94,yoga
20,2023-06-20,11806,1145.36,136,5.69,running
21,2023-06-20,249,261.0,67,8.51,yoga
22,2023-06-20,201,298.0,85,6.02,yoga
23,2023-06-20,21911,1870.55,115,9.36,hiking
24,2023-06-20,8765,515.6,89,9.13,walking
25,2023-06-20,2409,866.9,113,8.89,cycling
26,2023-06-20,689,477.0,152,4.38,swimming
27,2023-06-20,18442,1861.1,126,8.65,hiking
28,2023-06-20,81,134.0,69,4.63,yoga
29,2023-06-20,8127,612.08,71,5.44,walking
30,2023-06-20,20462,1808.1,149,6.81,hiking
31,2023-06-20,221,634.0,149,5.91,swimming
32,2023-06-20,18765,1649.25,112,8.29,hiking
33,2023-06-20,435,714.0,145,9.92,swimming
34,2023-06-20,242,520.0,140,6.61,swimming
35,2023-06-20,18522,1373.32,136,7.09,running
36,2023-06-20,5698,358.92,73,6.63,walking
37,2023-06-20,351,190.0,91,5.92,yoga
38,2023-06-20,3563,1012.3,110,9.55,cycling
39,2023-06-20,81,272.0,87,9.8,yoga
40,2023-06-20,460,242.0,98,6.68,yoga
41,2023-06-20,358,173.0,95,8.4,yoga
42,2023-06-20,16608,1537.4,137,5.74,hiking
43,2023-06-20,616,548.0,137,4.25,swimming
44,2023-06-20,325,236.0,64,6.22,yoga
45,2023-06-20,123,118.0,73,5.9,yoga
46,2023-06-20,304,135.0,69,9.32,yoga
47,2023-06-20,481,460.0,151,8.06,swimming
48,2023-06-20,389,559.0,152,5.45,swimming
49,2023-06-20,4837,584.0,115,8.67,gym_workout
50,2023-06-20,24841,2160.05,155,8.45,hiking
51,2023-06-20,4081,955.1,111,4.85,cycling
52,2023-06-20,137,298.0,90,4.02,yoga
53,2023-06-20,10711,1004.66,135,8.98,running
54,2023-06-20,1090,805.0,144,4.1,gym_workout
55,2023-06-20,4388,1030.8,105,8.65,cycling
56,2023-06-20,5281,800.0,112,8.34,gym_workout
57,2023-06-20,323,288.0,66,9.64,yoga
58,2023-06-20,333,272.0,74,6.01,yoga
59,2023-06-20,81,122.0,64,7.61,yoga
60,2023-06-20,447,276.0,83,7.46,yoga
61,2023-06-20,4539,417.0,127,8.63,gym_workout
62,2023-06-20,622,374.0,149,8.58,swimming
63,2023-06-20,16233,1188.98,160,8.55,running
64,2023-06-20,11951,950.06,139,8.84,running
65,2023-06-20,17098,1395.88,158,4.15,running
66,2023-06-20,21614,2037.7,153,7.51,hiking
67,2023-06-20,8324,775.44,151,9.37,running
68,2023-06-20,10036,1114.8,123,7.34,hiking
69,2023-06-20,255,523.0,136,6.95,swimming
70,2023-06-20,94,172.0,66,5.64,yoga
71,2023-06-20,3810,694.0,114,6.77,cycling
72,2023-06-20,5808,597.48,164,5.8,running
73,2023-06-20,17389,1441.34,145,8.78,running
74,2023-06-20,233,205.0,71,6.61,yoga
75,2023-06-20,233,184.0,67,8.51,yoga
76,2023-06-20,17922,1767.1,117,7.49,hiking
77,2023-06-20,9440,1328.0,121,7.54,hiking
78,2023-06-20,324,130.0,62,9.17,yoga
79,2023-06-20,19467,1907.35,128,7.33,hiking
80,2023-06-20,11141,634.64,89,6.78,walking
81,2023-06-20,630,646.0,140,8.23,swimming
82,2023-06-20,1313,737.0,157,7.8,gym_workout
83,2023-06-20,326,187.0,82,8.99,yoga
84,2023-06-20,17525,1459.5,123,9.0,running
85,2023-06-20,179,206.0,72,9.84,yoga
86,2023-06-20,234,224.0,92,8.63,yoga
87,2023-06-20,456,217.0,60,6.42,yoga
88,2023-06-20,298,147.0,91,7.56,yoga
89,2023-06-20,7440,781.4,162,6.05,running
90,2023-06-20,16577,1670.85,125,7.82,hiking
91,2023-06-20,5783,377.0,132,5.1,gym_workout
92,2023-06-20,13915,1203.9,124,6.86,running
93,2023-06-20,4107,596.0,151,6.34,gym_workout
94,2023-06-20,3952,1060.2,143,4.05,cycling
95,2023-06-20,3765,330.0,125,6.81,gym_workout
96,2023-06-20,2049,788.9,101,4.63,cycling
97,2023-06-20,669,782.0,143,8.15,swimming
98,2023-06-20,813,435.0,120,9.56,swimming
99,2023-06-20,9731,562.24,109,5.98,walking
100,2023-06-20,1150,520.0,118,6.41,cycling
101,2023-06-20,5543,481.72,109,7.37,walking
102,2023-06-20,3247,792.0,109,4.13,gym_workout
103,2023-06-20,111,240.0,83,6.23,yoga
104,2023-06-20,298,256.0,96,6.02,yoga
105,2023-06-20,1902,571.0,143,6.79,gym_workout
106,2023-06-20,933,788.0,117,8.76,swimming
107,2023-06-20,14079,669.16,75,8.64,walking
108,2023-06-20,313,131.0,96,9.23,yoga
109,2023-06-20,18368,1910.4,133,6.63,hiking
110,2023-06-20,8617,455.68,75,6.13,walking
111,2023-06-20,518,570.0,120,7.7,swimming
112,2023-06-20,2905,768.5,105,6.11,cycling
113,2023-06-20,4123,415.92,81,6.2,walking
114,2023-06-20,4236,679.0,131,9.12,gym_workout
115,2023-06-20,3288,636.0,102,6.72,gym_workout
116,2023-06-20,2023,707.3,124,5.25,cycling
117,2023-06-20,6886,630.16,156,4.8,running
118,2023-06-20,3900,438.0,111,4.72,gym_workout
119,2023-06-20,3259,303.0,105,6.19,gym_workout
120,2023-06-20,797,646.0,119,9.54,swimming
121,2023-06-20,7882,449.28,84,7.0,walking
122,2023-06-20,355,608.0,157,8.23,swimming
123,2023-06-20,7688,935.4,119,8.81,hiking
124,2023-06-20,11681,1205.05,132,9.7,hiking
125,2023-06-20,4209,400.36,102,6.31,walking
126,2023-06-20,424,161.0,92,9.69,yoga
127,2023-06-20,4291,422.64,103,7.35,walking
128,2023-06-20,10098,562.92,97,7.42,walking
129,2023-06-20,1703,889.0,149,9.62,gym_workout
130,2023-06-20,13602,1612.1,140,7.16,hiking
131,2023-06-20,935,622.0,138,9.75,swimming
132,2023-06-20,11579,631.16,103,6.25,walking
133,2023-06-20,354,265.0,96,9.56,yoga
134,2023-06-20,408,306.0,145,6.55,swimming
135,2023-06-20,12607,726.28,81,6.7,walking
136,2023-06-20,976,726.0,112,9.31,swimming
137,2023-06-20,3268,354.0,156,4.07,gym_workout
138,2023-06-20,1163,443.0,112,4.65,gym_workout
139,2023-06-20,8318,1129.9,121,8.52,hiking
140,2023-06-20,394,410.0,111,4.41,swimming
141,2023-06-20,977,761.0,151,4.63,swimming
142,2023-06-20,8004,596.16,98,6.82,walking
143,2023-06-20,9339,914.34,122,6.93,running
144,2023-06-20,5182,524.0,107,6.03,gym_workout
145,2023-06-20,501,563.1,132,4.53,cycling
146,2023-06-20,910,451.0,131,6.5,cycling
147,2023-06-20,395,384.0,137,7.42,swimming
148,2023-06-20,497,185.0,60,7.21,yoga
149,2023-06-20,712,631.0,141,6.82,swimming
150,2023-06-20,18052,1559.6,147,7.27,hiking
151,2023-06-20,5036,688.16,136,9.3,running
152,2023-06-20,2620,711.0,138,7.52,cycling
153,2023-06-20,8982,1130.1,145,5.41,hiking
154,2023-06-20,7624,491.96,100,7.83,walking
155,2023-06-20,7084,542.36,91,4.49,walking
156,2023-06-20,425,197.0,60,8.2,yoga
157,2023-06-20,12650,974.0,145,6.24,running
158,2023-06-20,12468,1074.08,136,8.37,running
159,2023-06-20,4058,474.0,119,6.09,gym_workout
160,2023-06-20,7681,928.86,136,5.92,running
161,2023-06-20,14819,790.76,103,4.81,walking
162,2023-06-20,14725,801.0,95,4.48,walking
163,2023-06-20,1845,448.0,102,8.94,gym_workout
164,2023-06-20,2084,546.0,147,8.55,gym_workout
165,2023-06-20,12035,1469.75,136,9.54,hiking
166,2023-06-20,884,750.0,139,7.52,swimming
167,2023-06-20,3036,749.0,119,7.03,gym_workout
168,2023-06-20,23216,2137.8,127,7.95,hiking
169,2023-06-20,1339,792.9,109,6.61,cycling
170,2023-06-20,11339,636.56,93,6.51,walking
171,2023-06-20,281,466.0,117,8.4,swimming
172,2023-06-20,19602,1547.1,138,4.22,hiking
173,2023-06-20,22359,1610.95,130,6.37,hiking
174,2023-06-20,237,134.0,65,5.42,yoga
175,2023-06-20,12927,998.62,159,9.77,running
176,2023-06-20,6116,806.96,125,9.03,running
177,2023-06-20,966,372.0,152,6.35,swimming
178,2023-06-20,4309,461.0,135,7.87,gym_workout
179,2023-06-20,5040,731.4,146,7.72,running
180,2023-06-20,10901,869.06,135,8.45,running
181,2023-06-20,645,629.0,123,7.64,swimming
182,2023-06-20,4222,297.88,106,4.46,walking
183,2023-06-20,10221,884.26,133,4.54,running
184,2023-06-20,121,645.0,144,9.88,swimming
185,2023-06-20,19550,1515.5,122,4.97,hiking
186,2023-06-20,7301,509.04,82,8.55,walking
187,2023-06-20,9339,901.34,146,5.89,running
188,2023-06-20,16513,1269.78,161,9.6,running
189,2023-06-20,19318,1907.9,110,9.67,hiking
190,2023-06-20,117,119.0,91,6.82,yoga
191,2023-06-20,4635,313.0,106,9.66,gym_workout
192,2023-06-20,15219,1552.95,157,9.28,hiking
193,2023-06-20,2461,792.0,107,5.18,gym_workout
194,2023-06-20,17555,1450.75,127,4.62,hiking
195,2023-06-20,156,297.0,77,4.05,yoga
196,2023-06-20,5403,549.18,137,7.52,running
197,2023-06-20,10115,663.6,93,4.05,walking
198,2023-06-20,158,122.0,89,9.85,yoga
199,2023-06-20,356,168.0,74,9.42,yoga
200,2023-06-20,566,384.0,151,7.31,swimming
201,2023-06-20,903,570.3,105,9.68,cycling
202,2023-06-20,843,488.0,155,5.12,swimming
203,2023-06-20,7077,711.62,142,6.44,running
204,2023-06-20,23597,2160.85,144,5.72,hiking
205,2023-06-20,1231,533.1,110,7.52,cycling
206,2023-06-20,5959,407.36,82,9.76,walking
207,2023-06-20,479,118.0,65,9.9,yoga
208,2023-06-20,3882,751.2,138,4.25,cycling
209,2023-06-20,10029,1050.74,148,9.45,running
210,2023-06-20,60,248.0,88,5.13,yoga
211,2023-06-20,6896,520.84,109,8.81,walking
212,2023-06-20,899,325.0,156,5.69,swimming
213,2023-06-20,417,463.0,117,8.58,swimming
214,2023-06-20,116,477.0,157,6.93,swimming
215,2023-06-20,9203,867.18,134,9.07,running
216,2023-06-20,11863,1019.15,130,4.95,hiking
217,2023-06-20,6979,809.74,156,9.7,running
218,2023-06-20,4330,470.2,75,6.78,walking
219,2023-06-20,16628,1270.4,112,4.22,hiking
220,2023-06-20,2724,780.4,148,7.23,cycling
221,2023-06-20,2981,397.0,147,4.52,gym_workout
222,2023-06-20,4338,759.8,119,4.84,cycling
223,2023-06-20,310,417.0,144,8.86,swimming
224,2023-06-20,23419,1693.95,142,7.05,hiking
225,2023-06-20,663,532.0,143,9.2,swimming
226,2023-06-20,7940,449.6,74,8.01,walking
227,2023-06-20,4016,312.0,156,6.38,gym_workout
228,2023-06-20,13635,1077.1,135,5.59,running
229,2023-06-20,10279,1400.95,149,7.01,hiking
230,2023-06-20,1499,346.0,134,8.24,gym_workout
231,2023-06-20,16861,1335.66,121,8.55,running
232,2023-06-20,3999,981.9,104,7.9,cycling
233,2023-06-20,17242,1264.52,129,7.92,running
234,2023-06-20,223,164.0,79,5.63,yoga
235,2023-06-20,11577,571.08,93,9.52,walking
236,2023-06-20,3889,782.0,106,6.07,gym_workout
237,2023-06-20,211,284.0,82,9.7,yoga
238,2023-06-20,23228,2148.4,156,4.4,hiking
239,2023-06-20,3040,646.0,121,6.6,cycling
240,2023-06-20,19025,1404.5,158,5.08,running
241,2023-06-20,1707,551.7,126,9.53,cycling
242,2023-06-20,14842,1375.52,162,7.84,running
243,2023-06-20,11938,579.52,72,5.22,walking
244,2023-06-20,1374,606.0,143,5.26,gym_workout
245,2023-06-20,11711,1534.55,132,5.28,hiking
246,2023-06-20,257,202.0,64,5.44,yoga
247,2023-06-20,525,384.0,144,8.2,swimming
248,2023-06-20,1309,454.9,118,7.57,cycling
249,2023-06-20,8325,928.5,152,5.05,running
250,2023-06-20,8241,444.64,84,8.62,walking
251,2023-06-20,588,611.8,148,5.7,cycling
252,2023-06-20,5736,697.16,154,5.59,running
253,2023-06-20,9803,1158.15,133,5.62,hiking
254,2023-06-20,534,651.0,133,9.83,swimming
255,2023-06-20,18093,1537.58,145,4.47,running
256,2023-06-20,7937,613.48,100,7.89,walking
257,2023-06-20,14695,728.8,83,9.49,walking
258,2023-06-20,13226,1286.56,128,5.26,running
259,2023-06-20,2775,719.5,107,8.1,cycling
260,2023-06-20,8649,995.45,122,5.38,hiking
261,2023-06-20,8342,804.52,167,7.31,running
262,2023-06-20,484,231.0,62,6.13,yoga
263,2023-06-20,2430,581.0,109,7.54,cycling
264,2023-06-20,4581,297.24,106,7.17,walking
265,2023-06-20,346,265.0,64,6.4,yoga
266,2023-06-20,2668,768.8,124,5.95,cycling
267,2023-06-20,1177,558.0,144,6.48,gym_workout
268,2023-06-20,348,112.0,86,9.7,yoga
269,2023-06-20,10699,950.95,132,9.54,hiking
270,2023-06-20,12451,1029.06,145,9.38,running
271,2023-06-20,2189,896.0,152,9.99,gym_workout
272,2023-06-20,10152,681.08,90,8.29,walking
273,2023-06-20,12852,1462.6,154,8.57,hiking
274,2023-06-20,271,100.0,92,9.75,yoga
275,2023-06-20,717,402.7,145,9.11,cycling
276,2023-06-20,3104,671.4,145,9.41,cycling
277,2023-06-20,355,296.0,75,5.59,yoga
278,2023-06-20,20808,1656.4,137,4.41,hiking
279,2023-06-20,195,236.0,84,8.6,yoga
280,2023-06-20,4080,337.2,88,4.1,walking
281,2023-06-20,10714,1333.7,143,4.7,hiking
282,2023-06-20,1201,386.0,134,7.27,gym_workout
283,2023-06-20,10102,691.08,85,8.29,walking
284,2023-06-20,7909,873.54,165,9.29,running
285,2023-06-20,3103,327.12,105,8.36,walking
286,2023-06-20,4808,376.32,98,6.31,walking
287,2023-06-20,4143,573.0,142,8.54,gym_workout
288,2023-06-20,1678,668.8,107,9.59,cycling
289,2023-06-20,8068,866.08,126,5.56,running
290,2023-06-20,778,539.0,148,5.79,swimming
291,2023-06-20,5298,852.0,140,7.81,gym_workout
292,2023-06-20,14996,894.84,77,9.12,walking
293,2023-06-20,433,388.0,144,5.97,swimming
294,2023-06-20,17130,1592.5,154,4.75,hiking
295,2023-06-20,1935,536.0,118,5.07,gym_workout
296,2023-06-20,4445,931.5,141,4.75,cycling
297,2023-06-20,369,336.0,151,5.68,swimming
298,2023-06-20,6472,399.88,80,5.45,walking
299,2023-06-20,5483,391.32,106,7.32,walking
300,2023-06-20,895,413.0,156,8.6,swimming
301,2023-06-20,835,431.0,142,8.79,swimming
302,2023-06-20,14217,834.68,88,8.66,walking
303,2023-06-20,538,678.8,134,9.45,cycling
304,2023-06-20,221,176.0,87,5.87,yoga
305,2023-06-20,8431,473.24,106,9.3,walking
306,2023-06-20,240,106.0,89,8.92,yoga
307,2023-06-20,13503,745.12,71,7.43,walking
308,2023-06-20,787,613.0,157,5.22,swimming
309,2023-06-20,727,782.0,130,4.83,swimming
310,2023-06-20,13937,1292.85,121,7.66,hiking
311,2023-06-20,2649,755.9,135,6.73,cycling
312,2023-06-20,545,494.0,118,5.65,swimming
313,2023-06-20,15723,1543.15,116,4.68,hiking
314,2023-06-20,146,113.0,80,6.7,yoga
315,2023-06-20,3948,344.92,75,9.97,walking
316,2023-06-20,15911,1287.55,135,8.04,hiking
317,2023-06-20,369,453.0,136,4.55,swimming
318,2023-06-20,8446,1153.3,118,6.81,hiking
319,2023-06-20,5599,450.96,70,4.19,walking
320,2023-06-20,12387,1039.22,157,8.62,running
321,2023-06-20,274,283.0,60,9.39,yoga
