user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-04-03,5241,610.46,162,4.37,running
2,2023-04-03,5924,622.0,142,5.24,gym_workout
3,2023-04-03,2535,920.5,126,7.87,cycling
4,2023-04-03,9927,988.62,168,4.58,running
5,2023-04-03,3871,1084.1,126,8.26,cycling
6,2023-04-03,11821,1237.05,128,4.72,hiking
7,2023-04-03,4906,1014.6,125,6.07,cycling
8,2023-04-03,7652,499.08,106,8.99,walking
9,2023-04-03,7159,431.36,87,9.53,walking
10,2023-04-03,24932,1995.6,143,6.67,hiking
11,2023-04-03,900,620.0,117,5.91,swimming
12,2023-04-03,8106,893.36,153,8.01,running
13,2023-04-03,251,285.0,63,6.24,yoga
14,2023-04-03,3745,959.5,119,5.13,cycling
15,2023-04-03,12315,1090.9,160,6.79,running
16,2023-04-03,114,161.0,61,6.66,yoga
17,2023-04-03,4285,773.5,114,8.65,cycling
18,2023-04-03,12783,980.98,140,5.73,running
19,2023-04-03,4449,833.9,104,9.51,cycling
20,2023-04-03,1155,672.0,130,9.69,gym_workout
21,2023-04-03,76,280.0,94,9.38,yoga
22,2023-04-03,6222,432.88,80,7.03,walking
23,2023-04-03,9336,1017.8,117,4.01,hiking
24,2023-04-03,671,733.1,111,4.36,cycling
25,2023-04-03,20314,1665.7,135,6.28,hiking
26,2023-04-03,3690,678.0,129,8.76,cycling
27,2023-04-03,7574,1279.7,156,8.94,hiking
28,2023-04-03,144,259.0,91,8.06,yoga
29,2023-04-03,122,163.0,77,9.75,yoga
30,2023-04-03,5723,661.38,129,8.06,running
31,2023-04-03,13490,690.6,100,7.36,walking
32,2023-04-03,1673,865.3,121,9.32,cycling
33,2023-04-03,4581,781.1,123,9.04,cycling
34,2023-04-03,3986,332.44,100,7.59,walking
35,2023-04-03,3467,744.7,135,6.89,cycling
36,2023-04-03,1817,780.7,124,8.06,cycling
37,2023-04-03,4072,661.0,105,7.15,gym_workout
38,2023-04-03,3746,350.0,131,6.96,gym_workout
39,2023-04-03,4521,384.84,101,4.93,walking
40,2023-04-03,425,243.0,82,8.84,yoga
41,2023-04-03,5450,351.0,100,5.56,walking
42,2023-04-03,17179,1399.74,156,5.2,running
43,2023-04-03,373,250.0,66,5.86,yoga
44,2023-04-03,15351,1198.06,127,5.68,running
45,2023-04-03,434,326.0,151,9.14,swimming
46,2023-04-03,6882,488.28,76,5.13,walking
47,2023-04-03,63,226.0,88,7.07,yoga
48,2023-04-03,17088,1366.4,153,6.42,hiking
49,2023-04-03,176,124.0,65,5.19,yoga
50,2023-04-03,11434,1385.7,123,6.23,hiking
51,2023-04-03,14171,811.84,85,8.12,walking
52,2023-04-03,10711,992.66,146,9.17,running
53,2023-04-03,783,360.0,147,7.47,swimming
54,2023-04-03,306,245.0,73,6.48,yoga
55,2023-04-03,12861,1196.66,152,4.79,running
56,2023-04-03,13494,1571.7,125,6.22,hiking
57,2023-04-03,829,393.0,146,9.46,swimming
58,2023-04-03,209,544.0,154,4.56,swimming
59,2023-04-03,1249,779.9,104,5.24,cycling
60,2023-04-03,13159,817.36,83,8.31,walking
61,2023-04-03,4302,282.08,79,6.16,walking
62,2023-04-03,869,772.0,122,6.67,swimming
63,2023-04-03,313,676.0,145,8.03,swimming
64,2023-04-03,4200,774.0,150,7.66,gym_workout
65,2023-04-03,5448,638.88,133,6.24,running
66,2023-04-03,666,536.0,137,8.49,swimming
67,2023-04-03,11538,745.52,102,7.39,walking
68,2023-04-03,2962,718.0,140,9.34,gym_workout
69,2023-04-03,1768,862.0,148,7.37,gym_workout
70,2023-04-03,3281,598.0,125,7.5,gym_workout
71,2023-04-03,13890,1178.4,168,8.36,running
72,2023-04-03,181,254.0,83,6.27,yoga
73,2023-04-03,1118,563.0,148,7.17,gym_workout
74,2023-04-03,1558,520.0,120,4.94,gym_workout
75,2023-04-03,21327,1633.35,154,8.7,hiking
76,2023-04-03,113,297.0,99,5.03,yoga
77,2023-04-03,9625,1469.25,131,7.22,hiking
78,2023-04-03,2147,772.0,105,8.97,gym_workout
79,2023-04-03,827,707.0,142,4.74,swimming
80,2023-04-03,3609,999.9,113,6.89,cycling
81,2023-04-03,2055,780.0,135,6.37,gym_workout
82,2023-04-03,1326,302.0,139,4.1,gym_workout
83,2023-04-03,15565,1272.9,125,9.64,running
84,2023-04-03,9842,907.52,140,6.85,running
85,2023-04-03,1449,714.0,105,5.06,gym_workout
86,2023-04-03,129,166.0,78,8.74,yoga
87,2023-04-03,12487,751.48,107,9.88,walking
88,2023-04-03,530,696.0,129,4.34,swimming
89,2023-04-03,9168,1236.4,144,7.84,hiking
90,2023-04-03,16667,1384.02,168,4.93,running
91,2023-04-03,14015,1113.9,131,9.82,running
92,2023-04-03,11684,917.04,153,5.76,running
93,2023-04-03,7325,464.0,102,8.61,walking
94,2023-04-03,765,708.0,115,7.32,swimming
95,2023-04-03,4578,1022.8,130,9.42,cycling
96,2023-04-03,9558,807.48,135,4.88,running
97,2023-04-03,3654,922.4,135,7.31,cycling
98,2023-04-03,11738,1164.28,154,6.45,running
99,2023-04-03,5861,463.44,85,5.57,walking
100,2023-04-03,3243,907.3,120,7.31,cycling
101,2023-04-03,671,745.1,131,6.29,cycling
102,2023-04-03,7920,694.2,157,4.56,running
103,2023-04-03,9019,558.76,75,9.79,walking
104,2023-04-03,6751,775.06,164,9.07,running
105,2023-04-03,6522,388.88,80,6.69,walking
106,2023-04-03,10095,854.7,139,7.38,running
107,2023-04-03,23004,1839.2,145,6.32,hiking
108,2023-04-03,14683,1674.15,118,7.43,hiking
109,2023-04-03,5705,723.3,133,9.46,running
