user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-06-09,2961,500.0,146,6.29,gym_workout
2,2023-06-09,2880,978.0,142,5.83,cycling
3,2023-06-09,636,779.0,135,5.16,swimming
4,2023-06-09,8525,545.0,105,5.66,walking
5,2023-06-09,230,648.0,156,4.59,swimming
6,2023-06-09,3051,775.0,152,5.14,gym_workout
7,2023-06-09,15573,1321.38,159,6.42,running
8,2023-06-09,329,281.0,94,6.39,yoga
9,2023-06-09,472,265.0,76,5.74,yoga
10,2023-06-09,2409,745.9,123,9.02,cycling
11,2023-06-09,7615,909.75,127,8.83,hiking
12,2023-06-09,6175,800.5,144,7.63,running
13,2023-06-09,8423,483.92,89,6.52,walking
14,2023-06-09,5422,809.32,128,5.52,running
15,2023-06-09,23204,1836.2,122,7.78,hiking
16,2023-06-09,120,221.0,93,4.17,yoga
17,2023-06-09,2360,832.0,127,4.8,cycling
18,2023-06-09,1343,663.3,112,9.09,cycling
19,2023-06-09,356,419.0,114,4.75,swimming
20,2023-06-09,24742,1786.1,125,8.84,hiking
21,2023-06-09,621,612.1,104,6.05,cycling
22,2023-06-09,974,319.0,145,9.86,swimming
23,2023-06-09,7783,952.98,128,5.36,running
24,2023-06-09,1984,521.4,133,6.79,cycling
25,2023-06-09,2739,379.0,148,5.29,gym_workout
26,2023-06-09,1460,362.0,136,6.51,gym_workout
27,2023-06-09,384,525.0,110,8.27,swimming
28,2023-06-09,7746,980.3,131,8.9,hiking
29,2023-06-09,14458,1562.9,128,4.14,hiking
30,2023-06-09,5671,390.84,105,4.61,walking
31,2023-06-09,370,173.0,98,5.54,yoga
32,2023-06-09,931,358.0,128,5.55,swimming
33,2023-06-09,17491,1590.55,110,6.11,hiking
34,2023-06-09,541,745.0,129,9.12,swimming
35,2023-06-09,14632,787.28,96,7.74,walking
36,2023-06-09,316,231.0,98,4.44,yoga
37,2023-06-09,7724,605.96,92,8.25,walking
38,2023-06-09,4909,370.0,138,9.7,gym_workout
39,2023-06-09,10094,696.76,90,7.55,walking
40,2023-06-09,3072,854.0,142,8.89,gym_workout
41,2023-06-09,6864,421.56,97,8.69,walking
42,2023-06-09,3217,287.68,107,6.1,walking
43,2023-06-09,4304,903.4,113,4.38,cycling
44,2023-06-09,404,135.0,69,7.91,yoga
45,2023-06-09,183,127.0,99,5.0,yoga
46,2023-06-09,268,126.0,97,5.78,yoga
47,2023-06-09,310,252.0,77,8.41,yoga
48,2023-06-09,357,573.0,110,4.34,swimming
49,2023-06-09,9789,663.56,79,6.74,walking
50,2023-06-09,129,140.0,98,4.04,yoga
51,2023-06-09,64,152.0,99,4.61,yoga
52,2023-06-09,4984,840.4,143,5.97,cycling
53,2023-06-09,403,657.0,154,4.29,swimming
54,2023-06-09,12722,1108.32,156,8.39,running
55,2023-06-09,492,190.0,65,9.32,yoga
56,2023-06-09,17145,1308.7,152,7.76,running
57,2023-06-09,157,506.0,130,6.85,swimming
58,2023-06-09,656,661.0,140,4.19,swimming
59,2023-06-09,18162,1303.72,145,4.86,running
60,2023-06-09,422,577.0,154,7.92,swimming
61,2023-06-09,9140,607.6,101,5.5,walking
62,2023-06-09,473,242.0,86,6.21,yoga
63,2023-06-09,3139,312.56,72,7.21,walking
64,2023-06-09,258,343.0,141,8.03,swimming
65,2023-06-09,246,738.0,141,5.45,swimming
66,2023-06-09,11105,718.2,80,5.35,walking
67,2023-06-09,503,609.3,129,7.02,cycling
68,2023-06-09,96,191.0,84,9.14,yoga
69,2023-06-09,592,375.0,151,6.51,swimming
70,2023-06-09,173,137.0,80,5.25,yoga
71,2023-06-09,10814,634.56,107,6.21,walking
72,2023-06-09,3898,903.8,100,9.61,cycling
73,2023-06-09,9702,1020.1,149,6.61,hiking
74,2023-06-09,719,552.0,154,8.51,swimming
75,2023-06-09,862,626.0,155,9.84,swimming
76,2023-06-09,16288,1374.28,150,6.1,running
77,2023-06-09,459,206.0,75,8.04,yoga
78,2023-06-09,408,125.0,82,5.21,yoga
79,2023-06-09,2377,858.7,101,7.78,cycling
80,2023-06-09,501,414.0,135,4.73,swimming
81,2023-06-09,15342,1401.52,146,9.49,running
82,2023-06-09,6574,527.96,70,8.43,walking
83,2023-06-09,166,218.0,90,4.76,yoga
84,2023-06-09,177,725.0,114,6.65,swimming
85,2023-06-09,3687,1032.7,121,9.23,cycling
86,2023-06-09,661,523.1,147,4.11,cycling
87,2023-06-09,373,654.0,116,7.31,swimming
88,2023-06-09,18434,1740.7,130,9.66,hiking
89,2023-06-09,9338,603.52,100,9.36,walking
90,2023-06-09,7462,550.48,89,5.15,walking
91,2023-06-09,10627,849.62,138,5.34,running
92,2023-06-09,18357,1588.85,136,6.92,hiking
93,2023-06-09,263,252.0,90,6.08,yoga
94,2023-06-09,474,141.0,67,7.2,yoga
95,2023-06-09,12615,1024.9,131,6.64,running
96,2023-06-09,1200,847.0,107,4.69,gym_workout
97,2023-06-09,476,124.0,63,9.8,yoga
98,2023-06-09,12270,678.8,106,8.15,walking
99,2023-06-09,370,462.0,121,8.3,swimming
100,2023-06-09,1759,557.9,120,6.96,cycling
101,2023-06-09,110,153.0,77,6.26,yoga
102,2023-06-09,2043,634.0,116,9.13,gym_workout
103,2023-06-09,11558,1067.48,158,9.87,running
104,2023-06-09,8075,616.0,91,5.39,walking
105,2023-06-09,11787,575.48,100,9.13,walking
106,2023-06-09,2550,575.0,105,6.31,cycling
107,2023-06-09,14730,1431.5,152,8.07,hiking
108,2023-06-09,8988,1092.4,111,4.43,hiking
109,2023-06-09,2364,758.4,109,8.52,cycling
110,2023-06-09,3849,344.0,124,8.89,gym_workout
111,2023-06-09,6966,755.96,154,7.78,running
112,2023-06-09,5127,660.0,115,8.44,gym_workout
113,2023-06-09,3834,1018.4,142,4.66,cycling
114,2023-06-09,441,710.0,117,7.29,swimming
115,2023-06-09,403,460.0,137,8.87,swimming
116,2023-06-09,3051,419.0,138,7.34,gym_workout
117,2023-06-09,19439,1586.34,120,8.9,running
118,2023-06-09,148,281.0,96,8.09,yoga
119,2023-06-09,1968,701.8,100,5.23,cycling
