user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-04-01,3746,1046.6,113,4.89,cycling
2,2023-04-01,219,228.0,67,7.48,yoga
3,2023-04-01,15689,1223.34,146,5.56,running
4,2023-04-01,114,794.0,158,6.26,swimming
5,2023-04-01,367,190.0,74,7.76,yoga
6,2023-04-01,469,760.0,146,5.28,swimming
7,2023-04-01,11856,713.24,80,6.59,walking
8,2023-04-01,1691,731.1,103,5.94,cycling
9,2023-04-01,3214,699.4,118,9.07,cycling
10,2023-04-01,723,751.0,113,9.69,swimming
11,2023-04-01,919,413.0,151,5.2,swimming
12,2023-04-01,70,297.0,75,4.02,yoga
13,2023-04-01,8573,812.38,151,5.21,running
14,2023-04-01,3209,371.36,89,4.71,walking
15,2023-04-01,13757,716.28,72,7.01,walking
16,2023-04-01,2085,687.5,110,4.27,cycling
17,2023-04-01,5908,352.0,144,5.98,gym_workout
18,2023-04-01,5171,478.84,87,9.41,walking
19,2023-04-01,451,174.0,71,5.69,yoga
20,2023-04-01,11921,1002.26,142,7.88,running
21,2023-04-01,2542,888.0,115,5.03,gym_workout
22,2023-04-01,179,145.0,93,8.94,yoga
23,2023-04-01,14254,1068.24,127,4.04,running
24,2023-04-01,8236,1204.8,117,6.46,hiking
25,2023-04-01,7199,912.95,141,9.06,hiking
26,2023-04-01,443,247.0,84,9.6,yoga
27,2023-04-01,6302,506.08,70,7.24,walking
28,2023-04-01,2959,954.9,137,7.44,cycling
29,2023-04-01,22208,1768.4,148,9.13,hiking
30,2023-04-01,310,335.0,138,5.53,swimming
31,2023-04-01,13565,652.6,77,7.03,walking
32,2023-04-01,222,750.0,117,8.08,swimming
33,2023-04-01,14539,1542.95,154,9.59,hiking
34,2023-04-01,832,592.2,108,4.74,cycling
35,2023-04-01,754,693.0,110,4.92,swimming
36,2023-04-01,12080,1227.0,147,5.36,hiking
37,2023-04-01,7350,465.0,86,9.17,walking
38,2023-04-01,2779,507.0,102,9.22,gym_workout
39,2023-04-01,474,108.0,95,9.33,yoga
40,2023-04-01,12072,1420.6,135,4.92,hiking
