user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-07-26,13837,1092.22,157,6.45,running
2,2023-07-26,183,163.0,65,9.14,yoga
3,2023-07-26,2556,604.6,104,6.68,cycling
4,2023-07-26,11974,634.96,73,8.23,walking
5,2023-07-26,6810,531.4,84,7.09,walking
6,2023-07-26,19906,1518.3,156,7.93,hiking
7,2023-07-26,3389,485.0,158,5.51,gym_workout
8,2023-07-26,19071,1394.26,130,9.36,running
9,2023-07-26,9396,541.84,85,7.45,walking
10,2023-07-26,4954,918.4,134,7.65,cycling
11,2023-07-26,94,197.0,95,4.41,yoga
12,2023-07-26,15159,1665.95,119,5.97,hiking
13,2023-07-26,22198,2064.9,146,5.57,hiking
14,2023-07-26,4062,670.0,126,7.6,gym_workout
15,2023-07-26,2429,625.9,109,9.86,cycling
16,2023-07-26,669,521.9,138,7.07,cycling
17,2023-07-26,4127,927.7,129,8.92,cycling
18,2023-07-26,286,646.0,113,5.48,swimming
19,2023-07-26,514,737.0,129,6.39,swimming
20,2023-07-26,2831,449.0,143,6.57,gym_workout
21,2023-07-26,121,707.0,159,5.7,swimming
22,2023-07-26,6987,800.22,122,6.03,running
23,2023-07-26,18499,1883.95,133,6.15,hiking
24,2023-07-26,2767,926.7,144,9.68,cycling
25,2023-07-26,6615,429.6,74,9.25,walking
26,2023-07-26,672,582.0,110,7.38,swimming
27,2023-07-26,530,748.0,128,8.45,swimming
28,2023-07-26,207,218.0,72,4.96,yoga
29,2023-07-26,1822,692.2,122,8.36,cycling
30,2023-07-26,4193,565.0,153,8.32,gym_workout
31,2023-07-26,1745,455.0,106,9.74,gym_workout
32,2023-07-26,888,369.0,150,4.37,swimming
33,2023-07-26,11294,653.76,80,5.26,walking
34,2023-07-26,20330,1523.5,137,8.53,hiking
35,2023-07-26,2197,528.7,145,4.26,cycling
36,2023-07-26,3659,1005.9,104,4.26,cycling
37,2023-07-26,4909,304.0,145,4.46,gym_workout
38,2023-07-26,339,191.0,80,4.92,yoga
39,2023-07-26,507,546.0,121,5.61,swimming
40,2023-07-26,10050,541.0,78,6.04,walking
41,2023-07-26,454,167.0,88,8.18,yoga
42,2023-07-26,13752,717.08,106,7.79,walking
43,2023-07-26,3540,455.0,141,5.35,gym_workout
44,2023-07-26,641,495.0,156,8.97,swimming
45,2023-07-26,3521,1034.1,141,9.92,cycling
46,2023-07-26,13796,1682.8,151,4.19,hiking
47,2023-07-26,5040,728.0,126,8.73,gym_workout
48,2023-07-26,18920,1485.2,127,5.51,running
49,2023-07-26,9950,653.0,82,7.18,walking
50,2023-07-26,10756,725.24,108,7.29,walking
51,2023-07-26,11877,1169.62,121,5.73,running
52,2023-07-26,3646,366.0,129,5.88,gym_workout
53,2023-07-26,11654,927.24,157,8.8,running
54,2023-07-26,5452,402.0,100,7.44,gym_workout
55,2023-07-26,480,102.0,68,9.2,yoga
56,2023-07-26,1894,543.4,117,8.97,cycling
57,2023-07-26,10320,1160.0,132,9.89,hiking
58,2023-07-26,199,353.0,134,9.45,swimming
59,2023-07-26,110,206.0,77,9.14,yoga
60,2023-07-26,3354,285.16,109,8.2,walking
61,2023-07-26,20427,1834.35,129,9.57,hiking
62,2023-07-26,2598,854.8,111,4.34,cycling
63,2023-07-26,12271,1150.26,152,7.03,running
64,2023-07-26,14598,748.92,97,4.72,walking
65,2023-07-26,20092,1821.6,128,6.19,hiking
66,2023-07-26,12770,617.8,77,6.16,walking
67,2023-07-26,10630,565.2,108,7.49,walking
68,2023-07-26,2751,948.1,119,5.38,cycling
69,2023-07-26,1836,542.6,147,4.72,cycling
70,2023-07-26,4471,1122.1,103,4.81,cycling
71,2023-07-26,4270,275.8,73,8.94,walking
72,2023-07-26,12093,705.72,99,4.84,walking
73,2023-07-26,365,290.0,85,8.41,yoga
74,2023-07-26,565,701.0,129,9.69,swimming
75,2023-07-26,2269,547.9,142,5.57,cycling
76,2023-07-26,16556,1227.36,136,4.1,running
77,2023-07-26,4059,910.9,135,5.75,cycling
78,2023-07-26,342,299.0,62,7.79,yoga
79,2023-07-26,16473,1463.38,152,4.43,running
80,2023-07-26,18327,1444.62,166,8.94,running
81,2023-07-26,3331,744.1,132,8.26,cycling
82,2023-07-26,23147,1732.35,123,4.09,hiking
83,2023-07-26,499,465.0,152,5.97,swimming
84,2023-07-26,5954,428.16,76,7.58,walking
85,2023-07-26,12166,1186.96,122,7.2,running
86,2023-07-26,23394,1759.7,141,6.82,hiking
87,2023-07-26,4851,923.1,144,9.28,cycling
88,2023-07-26,8895,896.7,157,8.27,running
89,2023-07-26,3787,988.7,131,6.57,cycling
90,2023-07-26,5589,457.56,95,7.03,walking
91,2023-07-26,8291,1309.55,150,4.37,hiking
92,2023-07-26,2556,808.6,118,4.29,cycling
93,2023-07-26,262,710.0,143,8.13,swimming
94,2023-07-26,12678,968.68,133,8.75,running
95,2023-07-26,18345,1439.25,124,7.76,hiking
96,2023-07-26,12225,746.0,87,4.09,walking
97,2023-07-26,12111,1004.66,155,8.41,running
98,2023-07-26,10138,591.52,72,9.27,walking
99,2023-07-26,778,459.0,139,6.96,swimming
100,2023-07-26,5833,848.0,135,7.61,gym_workout
101,2023-07-26,21135,1765.75,134,9.9,hiking
102,2023-07-26,260,178.0,84,7.22,yoga
103,2023-07-26,4180,1052.0,148,8.49,cycling
104,2023-07-26,840,365.0,149,5.73,swimming
105,2023-07-26,3606,367.0,157,8.49,gym_workout
106,2023-07-26,18124,1404.44,136,5.03,running
107,2023-07-26,14258,848.32,79,4.74,walking
108,2023-07-26,18943,1444.58,150,8.96,running
109,2023-07-26,13432,1082.92,160,5.55,running
110,2023-07-26,2070,541.0,139,8.36,gym_workout
111,2023-07-26,1889,822.9,101,5.15,cycling
112,2023-07-26,95,159.0,86,4.06,yoga
113,2023-07-26,8831,482.24,82,8.64,walking
114,2023-07-26,2168,758.8,145,8.92,cycling
115,2023-07-26,378,114.0,75,8.79,yoga
116,2023-07-26,5424,369.0,129,8.87,gym_workout
117,2023-07-26,7232,928.92,162,4.76,running
118,2023-07-26,223,369.0,120,9.3,swimming
119,2023-07-26,227,236.0,98,8.87,yoga
120,2023-07-26,232,244.0,96,5.06,yoga
121,2023-07-26,362,112.0,91,9.82,yoga
122,2023-07-26,15322,1316.1,118,5.61,hiking
123,2023-07-26,9631,646.24,109,6.17,walking
124,2023-07-26,141,339.0,127,5.99,swimming
125,2023-07-26,4963,950.3,142,7.71,cycling
126,2023-07-26,2556,809.0,113,9.33,gym_workout
127,2023-07-26,276,177.0,94,6.28,yoga
128,2023-07-26,4157,1041.7,110,4.2,cycling
129,2023-07-26,8533,593.32,81,9.84,walking
130,2023-07-26,104,275.0,61,5.48,yoga
131,2023-07-26,16495,1675.75,134,9.42,hiking
132,2023-07-26,304,298.0,92,4.05,yoga
133,2023-07-26,11426,1031.3,144,9.89,hiking
134,2023-07-26,4175,362.0,152,7.67,gym_workout
135,2023-07-26,358,403.0,151,6.35,swimming
136,2023-07-26,10719,573.76,87,7.05,walking
137,2023-07-26,145,152.0,63,5.81,yoga
138,2023-07-26,14092,1384.6,154,5.45,hiking
139,2023-07-26,9171,895.26,158,6.01,running
140,2023-07-26,420,255.0,88,6.86,yoga
141,2023-07-26,1882,490.0,128,4.01,gym_workout
142,2023-07-26,22246,1512.3,142,6.96,hiking
143,2023-07-26,4710,313.0,131,8.21,gym_workout
