user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-07-07,21749,1785.45,125,7.62,hiking
2,2023-07-07,495,602.0,119,8.03,swimming
3,2023-07-07,10154,523.16,79,9.27,walking
4,2023-07-07,12396,1202.76,164,5.69,running
5,2023-07-07,4154,859.4,128,6.8,cycling
6,2023-07-07,3742,729.2,110,9.32,cycling
7,2023-07-07,6553,496.12,92,5.1,walking
8,2023-07-07,13947,758.88,82,8.58,walking
9,2023-07-07,128,357.0,132,5.8,swimming
10,2023-07-07,670,559.0,150,7.98,swimming
11,2023-07-07,3722,684.2,118,5.38,cycling
12,2023-07-07,90,286.0,88,4.86,yoga
13,2023-07-07,10451,518.04,75,7.76,walking
14,2023-07-07,5302,730.12,169,9.5,running
15,2023-07-07,1641,700.0,133,6.52,gym_workout
16,2023-07-07,3752,319.0,116,7.65,gym_workout
17,2023-07-07,18202,1376.12,155,4.15,running
18,2023-07-07,154,326.0,154,4.96,swimming
19,2023-07-07,1410,687.0,102,5.94,cycling
20,2023-07-07,106,110.0,70,7.13,yoga
21,2023-07-07,24934,2080.7,120,5.86,hiking
22,2023-07-07,373,733.0,139,5.81,swimming
23,2023-07-07,12267,706.68,74,7.58,walking
24,2023-07-07,358,292.0,83,7.26,yoga
25,2023-07-07,15158,1318.48,136,9.95,running
26,2023-07-07,219,141.0,99,9.39,yoga
27,2023-07-07,11005,700.2,70,5.91,walking
28,2023-07-07,8245,563.8,82,9.92,walking
29,2023-07-07,3478,939.8,119,4.7,cycling
30,2023-07-07,7887,942.35,150,9.26,hiking
31,2023-07-07,4666,917.6,126,8.3,cycling
32,2023-07-07,569,358.0,159,6.23,swimming
33,2023-07-07,81,148.0,95,9.18,yoga
34,2023-07-07,2461,722.0,141,7.09,gym_workout
35,2023-07-07,1048,669.0,142,9.89,gym_workout
36,2023-07-07,4949,887.0,124,9.14,gym_workout
37,2023-07-07,24398,2155.9,136,7.22,hiking
38,2023-07-07,12032,715.28,104,7.17,walking
39,2023-07-07,4505,1050.5,104,6.47,cycling
40,2023-07-07,10716,642.64,91,9.46,walking
41,2023-07-07,377,194.0,66,4.51,yoga
42,2023-07-07,6576,398.04,76,6.69,walking
43,2023-07-07,3214,876.0,154,7.79,gym_workout
44,2023-07-07,5181,309.24,92,4.65,walking
45,2023-07-07,985,442.0,135,6.9,swimming
46,2023-07-07,507,398.7,143,4.51,cycling
47,2023-07-07,403,149.0,76,8.7,yoga
48,2023-07-07,5009,415.36,89,9.02,walking
49,2023-07-07,15057,1381.85,143,7.73,hiking
50,2023-07-07,164,187.0,62,6.29,yoga
51,2023-07-07,11026,1277.3,125,6.78,hiking
52,2023-07-07,16870,1260.2,138,9.08,running
53,2023-07-07,18390,1627.5,114,9.42,hiking
54,2023-07-07,13281,1308.05,159,7.73,hiking
55,2023-07-07,14622,1474.1,119,7.1,hiking
56,2023-07-07,2762,894.2,119,7.84,cycling
57,2023-07-07,934,608.4,138,5.57,cycling
58,2023-07-07,800,392.0,102,5.11,cycling
59,2023-07-07,11963,948.78,149,7.7,running
60,2023-07-07,1433,866.0,127,6.91,gym_workout
61,2023-07-07,4794,1099.4,113,5.8,cycling
62,2023-07-07,6875,395.0,105,7.2,walking
63,2023-07-07,2578,893.8,130,4.08,cycling
64,2023-07-07,416,184.0,95,8.44,yoga
65,2023-07-07,5498,504.92,90,6.84,walking
66,2023-07-07,2072,649.0,147,9.22,gym_workout
67,2023-07-07,3156,565.0,100,6.45,gym_workout
68,2023-07-07,21251,1971.55,131,6.31,hiking
69,2023-07-07,18115,1452.9,136,8.83,running
70,2023-07-07,4069,890.9,135,8.01,cycling
71,2023-07-07,408,479.0,115,5.02,swimming
72,2023-07-07,616,407.0,154,5.95,swimming
73,2023-07-07,11172,635.88,88,6.44,walking
74,2023-07-07,10024,512.96,99,4.39,walking
75,2023-07-07,1712,792.0,159,4.82,gym_workout
76,2023-07-07,251,109.0,75,8.29,yoga
77,2023-07-07,590,789.0,140,9.97,swimming
78,2023-07-07,924,334.0,137,8.07,swimming
79,2023-07-07,539,558.0,129,5.48,swimming
80,2023-07-07,10904,1078.2,137,5.88,hiking
81,2023-07-07,4037,1098.7,139,7.27,cycling
82,2023-07-07,3818,1032.8,112,7.51,cycling
83,2023-07-07,209,750.0,154,8.63,swimming
84,2023-07-07,3814,500.0,127,9.2,gym_workout
85,2023-07-07,22685,1558.25,130,7.82,hiking
86,2023-07-07,18804,1539.24,137,5.89,running
87,2023-07-07,9616,676.64,100,4.42,walking
88,2023-07-07,3104,1006.4,133,6.9,cycling
89,2023-07-07,412,729.0,144,6.67,swimming
90,2023-07-07,223,266.0,71,6.36,yoga
91,2023-07-07,252,282.0,79,9.31,yoga
92,2023-07-07,10889,1031.45,157,7.18,hiking
93,2023-07-07,8143,871.15,121,4.89,hiking
94,2023-07-07,186,305.0,123,7.12,swimming
95,2023-07-07,514,431.0,159,5.97,swimming
96,2023-07-07,358,409.0,132,5.4,swimming
97,2023-07-07,14934,1195.04,147,5.38,running
98,2023-07-07,2291,742.1,142,9.3,cycling
99,2023-07-07,4669,767.0,118,7.55,gym_workout
100,2023-07-07,9044,952.64,153,6.05,running
101,2023-07-07,6194,392.76,91,8.74,walking
102,2023-07-07,625,303.0,152,6.77,swimming
103,2023-07-07,9097,781.82,158,7.04,running
104,2023-07-07,1997,850.0,123,9.68,gym_workout
105,2023-07-07,16142,1322.52,133,6.25,running
106,2023-07-07,4002,1001.2,118,7.15,cycling
107,2023-07-07,5246,396.0,150,4.03,gym_workout
108,2023-07-07,10161,530.44,80,8.64,walking
109,2023-07-07,190,250.0,62,7.35,yoga
110,2023-07-07,694,499.0,143,7.92,swimming
111,2023-07-07,226,232.0,92,5.9,yoga
112,2023-07-07,5714,874.0,128,9.15,gym_workout
113,2023-07-07,3537,414.0,117,6.58,gym_workout
114,2023-07-07,20331,1505.55,147,6.55,hiking
115,2023-07-07,2314,446.0,104,9.93,gym_workout
116,2023-07-07,3636,353.0,133,5.23,gym_workout
