user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-07-10,2137,912.7,124,4.48,cycling
2,2023-07-10,5734,337.36,80,5.52,walking
3,2023-07-10,1919,495.9,138,7.59,cycling
4,2023-07-10,2551,656.0,156,7.76,gym_workout
5,2023-07-10,69,213.0,99,7.63,yoga
6,2023-07-10,288,193.0,68,8.91,yoga
7,2023-07-10,598,466.8,144,4.45,cycling
8,2023-07-10,16955,1266.75,144,5.54,hiking
9,2023-07-10,8761,938.66,158,5.09,running
10,2023-07-10,10411,610.44,79,7.0,walking
11,2023-07-10,6826,664.56,123,4.76,running
12,2023-07-10,8344,819.2,156,8.18,hiking
13,2023-07-10,97,282.0,98,4.62,yoga
14,2023-07-10,4614,950.4,100,5.76,cycling
15,2023-07-10,978,343.0,142,7.29,swimming
16,2023-07-10,8329,452.16,100,5.26,walking
17,2023-07-10,6198,387.92,70,4.48,walking
18,2023-07-10,404,484.0,147,5.09,swimming
19,2023-07-10,8772,747.32,147,4.45,running
20,2023-07-10,2323,684.3,134,7.74,cycling
21,2023-07-10,2974,439.0,126,4.24,gym_workout
22,2023-07-10,7639,542.56,78,9.89,walking
23,2023-07-10,228,291.0,76,5.22,yoga
24,2023-07-10,3150,715.0,101,6.86,gym_workout
25,2023-07-10,233,127.0,90,5.48,yoga
26,2023-07-10,195,283.0,61,8.81,yoga
27,2023-07-10,449,111.0,80,5.13,yoga
28,2023-07-10,2221,813.0,156,9.73,gym_workout
29,2023-07-10,530,561.0,133,8.3,swimming
30,2023-07-10,1985,548.5,133,8.3,cycling
31,2023-07-10,496,165.0,97,8.62,yoga
32,2023-07-10,2712,858.2,122,5.98,cycling
33,2023-07-10,3966,806.6,147,8.84,cycling
34,2023-07-10,2771,596.0,125,5.71,gym_workout
35,2023-07-10,2062,759.0,105,8.25,gym_workout
36,2023-07-10,8139,1144.95,152,9.73,hiking
37,2023-07-10,473,267.0,89,4.03,yoga
38,2023-07-10,11823,746.92,94,9.96,walking
39,2023-07-10,652,644.0,135,9.21,swimming
40,2023-07-10,16334,1223.7,118,9.71,hiking
41,2023-07-10,16317,1759.85,155,6.81,hiking
42,2023-07-10,4742,965.2,107,6.87,cycling
43,2023-07-10,3650,847.0,108,4.64,gym_workout
44,2023-07-10,17200,1293.0,169,8.02,running
45,2023-07-10,137,196.0,81,5.99,yoga
46,2023-07-10,23087,1961.35,156,5.03,hiking
47,2023-07-10,24315,1910.75,114,4.08,hiking
48,2023-07-10,105,771.0,117,7.92,swimming
49,2023-07-10,51,104.0,81,8.08,yoga
50,2023-07-10,157,149.0,77,4.88,yoga
51,2023-07-10,10488,1100.28,126,4.26,running
52,2023-07-10,2989,859.0,122,9.06,gym_workout
53,2023-07-10,601,669.0,150,9.72,swimming
54,2023-07-10,14164,772.56,103,4.44,walking
55,2023-07-10,11249,1357.45,152,7.21,hiking
56,2023-07-10,511,440.0,131,6.94,swimming
57,2023-07-10,3699,358.96,79,7.06,walking
58,2023-07-10,532,578.0,128,7.22,swimming
59,2023-07-10,420,242.0,80,8.12,yoga
60,2023-07-10,19114,1502.7,144,7.16,hiking
61,2023-07-10,5642,472.68,78,6.58,walking
62,2023-07-10,5577,856.0,107,5.55,gym_workout
63,2023-07-10,3809,804.0,152,4.14,gym_workout
64,2023-07-10,11968,709.72,83,4.86,walking
65,2023-07-10,19716,1414.96,163,5.12,running
66,2023-07-10,221,711.0,128,8.2,swimming
67,2023-07-10,2143,654.0,154,7.52,gym_workout
68,2023-07-10,14268,795.72,86,7.75,walking
69,2023-07-10,2677,585.7,133,5.23,cycling
70,2023-07-10,14503,767.12,80,4.44,walking
71,2023-07-10,19793,1887.65,138,5.53,hiking
72,2023-07-10,3416,476.0,129,5.15,gym_workout
73,2023-07-10,13445,702.8,75,6.65,walking
74,2023-07-10,19794,1502.7,124,9.33,hiking
75,2023-07-10,17306,1417.36,127,9.57,running
76,2023-07-10,309,565.0,150,6.84,swimming
77,2023-07-10,3999,511.0,158,4.1,gym_workout
78,2023-07-10,902,492.2,116,7.72,cycling
79,2023-07-10,3440,333.0,120,5.54,gym_workout
80,2023-07-10,4878,362.12,91,6.86,walking
81,2023-07-10,1228,478.8,133,6.88,cycling
82,2023-07-10,83,223.0,97,9.45,yoga
83,2023-07-10,3882,892.2,142,5.54,cycling
84,2023-07-10,6572,378.88,108,7.48,walking
