user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-06-18,389,548.0,155,4.1,swimming
2,2023-06-18,401,557.0,122,5.99,swimming
3,2023-06-18,11542,661.68,75,8.18,walking
4,2023-06-18,106,536.0,117,5.42,swimming
5,2023-06-18,8729,626.16,90,4.09,walking
6,2023-06-18,291,377.0,156,4.95,swimming
7,2023-06-18,225,296.0,84,6.13,yoga
8,2023-06-18,11264,611.56,102,9.09,walking
9,2023-06-18,15612,1151.72,139,4.9,running
10,2023-06-18,11016,732.64,71,8.05,walking
11,2023-06-18,21811,1584.55,111,6.94,hiking
12,2023-06-18,203,265.0,64,8.38,yoga
13,2023-06-18,141,118.0,66,7.23,yoga
14,2023-06-18,6177,522.08,84,9.89,walking
15,2023-06-18,11360,733.4,84,6.91,walking
16,2023-06-18,470,582.0,155,8.5,swimming
17,2023-06-18,2005,473.0,144,8.85,gym_workout
18,2023-06-18,606,433.0,147,4.32,swimming
19,2023-06-18,3813,419.52,96,4.2,walking
20,2023-06-18,887,525.0,153,5.04,swimming
21,2023-06-18,4586,369.44,105,4.26,walking
22,2023-06-18,1371,803.1,104,5.1,cycling
23,2023-06-18,3261,567.0,107,9.85,gym_workout
24,2023-06-18,16719,1475.95,154,8.17,hiking
25,2023-06-18,18041,1304.46,154,8.89,running
26,2023-06-18,1732,798.2,105,4.8,cycling
27,2023-06-18,462,497.0,133,9.78,swimming
28,2023-06-18,10029,864.74,131,7.31,running
29,2023-06-18,5530,799.0,102,5.72,gym_workout
30,2023-06-18,15661,1474.05,156,5.85,hiking
31,2023-06-18,278,173.0,89,4.63,yoga
32,2023-06-18,460,757.0,149,8.08,swimming
33,2023-06-18,1406,453.6,104,4.59,cycling
34,2023-06-18,3713,895.3,111,8.41,cycling
35,2023-06-18,162,113.0,67,9.44,yoga
36,2023-06-18,13028,646.12,108,4.46,walking
37,2023-06-18,9171,514.84,76,6.64,walking
38,2023-06-18,12621,643.84,97,9.04,walking
39,2023-06-18,14791,830.64,89,6.69,walking
40,2023-06-18,10607,649.28,99,5.54,walking
41,2023-06-18,9173,1025.38,149,9.43,running
42,2023-06-18,663,702.0,117,7.46,swimming
43,2023-06-18,16015,1477.75,125,4.49,hiking
44,2023-06-18,4311,369.44,108,6.05,walking
45,2023-06-18,386,152.0,72,5.27,yoga
46,2023-06-18,7581,467.24,100,4.29,walking
47,2023-06-18,4847,1114.7,129,5.13,cycling
48,2023-06-18,9140,958.4,154,5.09,running
49,2023-06-18,5781,593.86,160,4.53,running
50,2023-06-18,3761,500.0,123,5.85,gym_workout
