user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-05-12,16648,1471.88,138,5.4,running
2,2023-05-12,320,265.0,86,6.83,yoga
3,2023-05-12,5519,762.0,143,5.36,gym_workout
4,2023-05-12,433,270.0,82,8.58,yoga
5,2023-05-12,9048,1110.4,145,8.72,hiking
6,2023-05-12,2709,883.9,133,4.76,cycling
7,2023-05-12,15751,1167.06,152,9.33,running
8,2023-05-12,119,201.0,67,7.58,yoga
9,2023-05-12,335,222.0,81,6.73,yoga
10,2023-05-12,634,458.0,136,7.97,swimming
11,2023-05-12,21996,1692.8,152,7.64,hiking
12,2023-05-12,8629,644.16,71,5.29,walking
13,2023-05-12,354,171.0,82,8.14,yoga
14,2023-05-12,809,678.0,157,8.88,swimming
15,2023-05-12,6815,900.9,164,8.52,running
16,2023-05-12,2897,827.7,118,8.47,cycling
17,2023-05-12,8280,821.0,114,4.06,hiking
18,2023-05-12,775,606.0,115,7.92,swimming
19,2023-05-12,8885,814.1,122,7.12,running
20,2023-05-12,2831,619.1,112,9.26,cycling
21,2023-05-12,13354,1522.7,127,5.57,hiking
22,2023-05-12,340,212.0,86,9.86,yoga
23,2023-05-12,5288,863.0,140,8.25,gym_workout
24,2023-05-12,284,216.0,68,5.04,yoga
25,2023-05-12,10462,1063.72,123,5.21,running
26,2023-05-12,5840,492.6,85,9.19,walking
27,2023-05-12,130,296.0,97,8.07,yoga
28,2023-05-12,23537,1963.85,154,8.65,hiking
29,2023-05-12,4393,1122.3,148,5.31,cycling
30,2023-05-12,355,232.0,98,8.18,yoga
31,2023-05-12,465,157.0,80,6.16,yoga
32,2023-05-12,388,291.0,66,9.38,yoga
33,2023-05-12,230,124.0,71,8.23,yoga
34,2023-05-12,948,387.0,144,9.23,swimming
35,2023-05-12,1605,336.0,125,7.14,gym_workout
36,2023-05-12,10847,710.88,98,7.13,walking
37,2023-05-12,751,508.1,125,7.94,cycling
38,2023-05-12,17704,1288.24,138,4.39,running
39,2023-05-12,18217,1557.02,148,5.83,running
40,2023-05-12,2604,397.0,111,4.47,gym_workout
41,2023-05-12,249,161.0,87,6.88,yoga
42,2023-05-12,5558,475.0,113,4.5,gym_workout
43,2023-05-12,372,493.0,119,9.73,swimming
44,2023-05-12,11923,1002.38,129,5.02,running
45,2023-05-12,16052,1404.12,160,8.37,running
46,2023-05-12,1587,627.0,152,7.68,gym_workout
47,2023-05-12,13077,659.08,89,6.7,walking
48,2023-05-12,1505,596.0,129,4.6,gym_workout
49,2023-05-12,6162,661.72,133,6.65,running
50,2023-05-12,15450,1210.0,167,7.67,running
51,2023-05-12,14560,840.4,99,4.73,walking
52,2023-05-12,16060,1290.6,131,7.61,running
53,2023-05-12,14506,1115.36,152,4.57,running
54,2023-05-12,4148,811.8,105,8.84,cycling
55,2023-05-12,12534,1018.04,162,6.32,running
56,2023-05-12,286,508.0,124,4.11,swimming
57,2023-05-12,4654,294.16,99,6.74,walking
58,2023-05-12,398,242.0,78,9.77,yoga
59,2023-05-12,21479,2000.95,111,7.04,hiking
60,2023-05-12,8966,743.96,150,9.26,running
61,2023-05-12,4471,1068.1,136,6.59,cycling
62,2023-05-12,601,404.0,123,6.49,swimming
63,2023-05-12,23675,1589.75,151,6.03,hiking
64,2023-05-12,4142,954.2,105,7.41,cycling
65,2023-05-12,2156,695.6,116,7.09,cycling
66,2023-05-12,1610,532.0,138,8.65,cycling
67,2023-05-12,963,580.0,123,6.59,swimming
68,2023-05-12,13203,1184.15,117,5.53,hiking
69,2023-05-12,2491,847.0,110,6.39,gym_workout
70,2023-05-12,262,226.0,69,8.44,yoga
71,2023-05-12,1451,364.0,137,5.92,gym_workout
72,2023-05-12,7180,1352.0,137,8.91,hiking
73,2023-05-12,9523,1047.38,165,6.79,running
74,2023-05-12,133,189.0,79,5.97,yoga
75,2023-05-12,113,761.0,145,6.1,swimming
76,2023-05-12,21641,1790.05,132,9.78,hiking
77,2023-05-12,12117,990.02,163,7.17,running
78,2023-05-12,1052,666.0,147,7.27,gym_workout
79,2023-05-12,13707,1186.35,116,8.81,hiking
80,2023-05-12,229,667.0,140,7.03,swimming
81,2023-05-12,251,232.0,84,6.27,yoga
82,2023-05-12,23652,1892.6,127,6.03,hiking
83,2023-05-12,4290,476.0,134,5.48,gym_workout
84,2023-05-12,2135,363.0,115,9.26,gym_workout
85,2023-05-12,22968,1862.4,156,6.45,hiking
86,2023-05-12,3770,1005.0,101,9.52,cycling
87,2023-05-12,15122,1304.32,138,5.52,running
88,2023-05-12,11166,620.64,94,8.59,walking
89,2023-05-12,872,435.0,131,5.73,swimming
90,2023-05-12,24408,1718.4,133,5.59,hiking
91,2023-05-12,4813,857.3,149,8.88,cycling
92,2023-05-12,6388,870.28,151,6.89,running
93,2023-05-12,1391,475.0,152,5.68,gym_workout
