user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-04-19,5501,347.0,144,4.94,gym_workout
2,2023-04-19,7570,531.8,89,8.41,walking
3,2023-04-19,2697,596.7,146,4.91,cycling
4,2023-04-19,4143,574.0,145,5.23,gym_workout
5,2023-04-19,159,152.0,63,9.93,yoga
6,2023-04-19,18058,1514.9,131,6.1,hiking
7,2023-04-19,4435,898.5,103,7.91,cycling
8,2023-04-19,15065,1488.25,120,4.49,hiking
9,2023-04-19,10070,923.5,121,9.55,hiking
10,2023-04-19,1637,608.7,127,4.15,cycling
11,2023-04-19,12328,1038.4,113,5.66,hiking
12,2023-04-19,11261,1083.05,135,9.79,hiking
13,2023-04-19,2494,675.4,114,4.57,cycling
14,2023-04-19,11521,1184.05,155,6.37,hiking
15,2023-04-19,2332,629.0,127,7.24,gym_workout
16,2023-04-19,641,490.0,139,4.28,swimming
17,2023-04-19,12200,699.0,73,7.91,walking
18,2023-04-19,517,646.0,143,5.32,swimming
19,2023-04-19,613,699.0,112,6.26,swimming
20,2023-04-19,2766,651.0,103,9.98,gym_workout
21,2023-04-19,4405,322.2,78,6.49,walking
22,2023-04-19,1902,513.2,148,7.2,cycling
23,2023-04-19,2674,363.0,159,6.71,gym_workout
24,2023-04-19,157,139.0,69,7.63,yoga
25,2023-04-19,5393,504.72,97,9.87,walking
26,2023-04-19,472,667.0,156,8.08,swimming
27,2023-04-19,11752,628.08,98,5.19,walking
28,2023-04-19,1366,706.6,102,9.2,cycling
29,2023-04-19,14471,1399.55,134,4.99,hiking
30,2023-04-19,13371,1250.26,160,5.51,running
31,2023-04-19,1102,670.0,143,7.42,gym_workout
32,2023-04-19,1192,643.2,143,7.11,cycling
33,2023-04-19,9032,1042.6,132,7.94,hiking
34,2023-04-19,4498,755.8,104,4.12,cycling
35,2023-04-19,297,260.0,81,8.82,yoga
36,2023-04-19,288,218.0,88,7.82,yoga
37,2023-04-19,689,610.0,143,4.66,swimming
38,2023-04-19,5638,572.28,169,4.32,running
39,2023-04-19,10848,1283.4,122,4.39,hiking
40,2023-04-19,5036,648.16,142,9.44,running
41,2023-04-19,395,174.0,76,5.15,yoga
42,2023-04-19,10280,547.2,105,6.65,walking
43,2023-04-19,839,692.0,134,6.82,swimming
44,2023-04-19,4670,434.8,89,4.84,walking
45,2023-04-19,13332,825.28,93,5.45,walking
46,2023-04-19,9754,898.24,124,9.88,running
47,2023-04-19,723,600.0,127,9.89,swimming
48,2023-04-19,14272,1277.6,120,8.92,hiking
49,2023-04-19,215,185.0,92,7.89,yoga
50,2023-04-19,2382,788.2,124,5.42,cycling
51,2023-04-19,13149,711.96,106,7.35,walking
52,2023-04-19,6267,547.68,70,8.67,walking
53,2023-04-19,3724,564.0,148,7.4,gym_workout
54,2023-04-19,13045,724.8,98,9.81,walking
55,2023-04-19,7736,732.16,156,6.98,running
56,2023-04-19,13849,1262.45,134,8.82,hiking
57,2023-04-19,10752,1013.12,148,4.11,running
58,2023-04-19,659,369.0,129,4.42,swimming
59,2023-04-19,7593,877.65,158,6.68,hiking
60,2023-04-19,897,567.0,133,6.95,swimming
61,2023-04-19,5294,493.0,123,6.83,gym_workout
62,2023-04-19,15507,1363.42,155,6.92,running
63,2023-04-19,7425,1303.25,125,8.75,hiking
64,2023-04-19,125,290.0,69,4.27,yoga
65,2023-04-19,483,282.0,67,9.86,yoga
66,2023-04-19,18028,1656.4,159,4.87,hiking
67,2023-04-19,15918,1399.9,152,5.21,hiking
68,2023-04-19,514,494.0,140,8.82,swimming
69,2023-04-19,9399,528.96,81,4.37,walking
70,2023-04-19,734,580.4,112,8.25,cycling
71,2023-04-19,212,572.0,114,4.31,swimming
72,2023-04-19,22260,1750.0,127,7.65,hiking
73,2023-04-19,13116,1479.8,133,8.35,hiking
74,2023-04-19,5136,586.16,146,8.39,running
75,2023-04-19,9295,1419.75,113,6.82,hiking
76,2023-04-19,3545,337.0,120,8.24,gym_workout
77,2023-04-19,378,685.0,151,5.33,swimming
78,2023-04-19,163,609.0,131,4.28,swimming
79,2023-04-19,780,419.0,148,6.96,swimming
80,2023-04-19,5702,400.08,105,5.56,walking
