user_id,date,steps,calories_burned,heart_rate_avg,sleep_hours,activity_type
1,2023-05-25,2677,688.0,124,6.84,gym_workout
2,2023-05-25,2621,584.1,121,8.95,cycling
3,2023-05-25,20934,1556.7,140,5.17,hiking
4,2023-05-25,4049,856.9,127,4.89,cycling
5,2023-05-25,953,449.0,129,5.48,swimming
6,2023-05-25,3451,757.0,150,7.08,gym_workout
7,2023-05-25,9744,1033.2,112,9.21,hiking
8,2023-05-25,4599,975.9,120,5.05,cycling
9,2023-05-25,234,198.0,90,7.04,yoga
10,2023-05-25,6652,551.08,70,6.87,walking
11,2023-05-25,902,784.0,146,9.56,swimming
12,2023-05-25,386,273.0,89,9.68,yoga
13,2023-05-25,2630,693.0,110,8.44,cycling
14,2023-05-25,8422,572.88,74,5.6,walking
15,2023-05-25,521,660.0,147,8.89,swimming
16,2023-05-25,7212,442.48,91,9.09,walking
17,2023-05-25,3457,825.7,119,4.65,cycling
18,2023-05-25,6083,374.32,83,8.79,walking
19,2023-05-25,6215,349.6,90,5.76,walking
20,2023-05-25,375,232.0,61,4.83,yoga
21,2023-05-25,13593,742.72,106,4.7,walking
22,2023-05-25,4916,707.0,157,4.5,gym_workout
23,2023-05-25,302,233.0,60,9.5,yoga
24,2023-05-25,1451,484.1,120,8.57,cycling
25,2023-05-25,2257,641.0,131,9.57,gym_workout
26,2023-05-25,2382,805.0,152,4.74,gym_workout
27,2023-05-25,14682,1116.92,139,5.9,running
28,2023-05-25,3336,889.0,118,9.99,gym_workout
29,2023-05-25,4354,1070.4,116,4.87,cycling
30,2023-05-25,3872,495.0,109,9.31,gym_workout
31,2023-05-25,275,211.0,82,8.33,yoga
32,2023-05-25,347,227.0,84,4.17,yoga
33,2023-05-25,23568,1846.4,145,4.39,hiking
34,2023-05-25,4336,447.44,89,5.71,walking
35,2023-05-25,6853,484.12,94,8.75,walking
36,2023-05-25,2846,646.6,100,6.6,cycling
37,2023-05-25,90,145.0,83,4.95,yoga
38,2023-05-25,2421,712.0,119,9.83,gym_workout
39,2023-05-25,239,367.0,130,5.87,swimming
40,2023-05-25,14904,786.16,93,7.69,walking
41,2023-05-25,19631,1443.55,119,7.25,hiking
42,2023-05-25,21868,1857.4,118,6.52,hiking
43,2023-05-25,4455,1005.5,149,7.73,cycling
